,bmi,gender,is_training,name
158,28.6456626759,Male,1,img_158.bmp
159,25.2495274102,Male,1,img_159.bmp
160,25.8218549128,Male,1,img_160.bmp
161,19.3663911846,Male,1,img_161.bmp
162,34.4043268221,Male,1,img_162.bmp
163,28.0550304558,Male,1,img_163.bmp
164,29.527027027,Male,1,img_164.bmp
165,25.6756756757,Male,1,img_165.bmp
166,36.4878892734,Male,1,img_166.bmp
167,25.8455882353,Male,1,img_167.bmp
168,36.1263888889,Male,1,img_168.bmp
169,30.2680555556,Male,1,img_169.bmp
170,26.5784499055,Male,1,img_170.bmp
171,25.1018693552,Male,1,img_171.bmp
172,25.4990817264,Male,1,img_172.bmp
173,22.9168962351,Male,1,img_173.bmp
174,33.1191111111,Male,1,img_174.bmp
175,28.7448888889,Male,1,img_175.bmp
176,28.12,Male,1,img_176.bmp
177,21.6211555556,Male,1,img_177.bmp
178,38.2434362529,Male,1,img_178.bmp
179,27.9073724008,Male,1,img_179.bmp
180,34.4043268221,Male,1,img_180.bmp
181,25.9878176854,Male,1,img_181.bmp
182,31.4209816158,Male,1,img_182.bmp
183,24.306797099,Male,1,img_183.bmp
184,29.5316110061,Male,1,img_184.bmp
185,26.5784499055,Male,1,img_185.bmp
186,25.1021622694,Male,1,img_186.bmp
187,24.4048799841,Male,1,img_187.bmp
188,26.6228558699,Male,1,img_188.bmp
189,24.273780352,Male,1,img_189.bmp
190,31.8941398866,Male,1,img_190.bmp
191,24.6588951901,Male,1,img_191.bmp
192,30.6804205515,Male,1,img_192.bmp
193,25.1021622694,Male,1,img_193.bmp
194,29.8341049383,Male,1,img_194.bmp
195,23.4604552469,Male,1,img_195.bmp
196,27.669982699,Male,1,img_196.bmp
197,24.6293252595,Male,1,img_197.bmp
198,24.36357908,Male,1,img_198.bmp
199,23.6252888049,Male,1,img_199.bmp
200,31.0361842105,Male,1,img_200.bmp
201,26.1677631579,Male,1,img_201.bmp
202,23.6724489796,Male,1,img_202.bmp
203,22.9551020408,Male,1,img_203.bmp
204,24.3252595156,Male,1,img_204.bmp
205,23.1089965398,Male,1,img_205.bmp
206,24.0211937716,Male,1,img_206.bmp
207,22.6528979239,Male,1,img_207.bmp
208,37.5051459777,Male,1,img_208.bmp
209,31.0081915564,Male,1,img_209.bmp
210,23.7455432539,Male,1,img_210.bmp
211,22.4263464065,Male,1,img_211.bmp
212,30.1285714286,Male,1,img_212.bmp
213,25.8244897959,Male,1,img_213.bmp
214,28.1260813149,Male,1,img_214.bmp
215,26.4537197232,Male,1,img_215.bmp
216,26.1114285714,Male,1,img_216.bmp
217,21.5204081633,Male,1,img_217.bmp
218,26.7577854671,Male,1,img_218.bmp
219,21.4366349481,Male,1,img_219.bmp
220,35.8673469388,Male,1,img_220.bmp
221,31.2763265306,Male,1,img_221.bmp
222,28.2426538108,Female,1,img_222.bmp
223,23.4010560147,Female,1,img_223.bmp
224,32.979921186,Male,1,img_224.bmp
225,24.4051416776,Male,1,img_225.bmp
226,34.6621621622,Male,1,img_226.bmp
227,23.75,Male,1,img_227.bmp
228,35.2584876543,Male,1,img_228.bmp
229,27.1219135802,Male,1,img_229.bmp
230,27.8912914104,Male,1,img_230.bmp
231,24.4048799841,Male,1,img_231.bmp
232,36.2586788336,Male,1,img_232.bmp
233,24.4048799841,Male,1,img_233.bmp
234,47.2014285714,Female,1,img_234.bmp
235,25.8244897959,Female,1,img_235.bmp
236,33.4955632716,Female,1,img_236.bmp
237,24.4097222222,Female,1,img_237.bmp
238,32.8870572511,Male,1,img_238.bmp
239,27.4058810425,Male,1,img_239.bmp
240,36.1762234825,Male,1,img_240.bmp
241,28.7933207309,Male,1,img_241.bmp
242,41.6238347191,Female,1,img_242.bmp
243,35.7787855883,Female,1,img_243.bmp
244,44.3471533426,Male,1,img_244.bmp
245,33.0511803214,Male,1,img_245.bmp
246,32.8870572511,Female,1,img_246.bmp
247,28.9719313878,Female,1,img_247.bmp
248,31.1902006173,Male,1,img_248.bmp
249,25.0877700617,Male,1,img_249.bmp
250,39.7673372781,Female,1,img_250.bmp
251,27.2880473373,Female,1,img_251.bmp
252,43.3950617284,Male,1,img_252.bmp
253,34.9872685185,Male,1,img_253.bmp
254,44.7511574074,Male,1,img_254.bmp
255,38.6487268519,Male,1,img_255.bmp
256,42.0629552549,Male,1,img_256.bmp
257,35.6620707596,Male,1,img_257.bmp
258,31.9269031142,Male,1,img_258.bmp
259,25.5415224913,Male,1,img_259.bmp
260,37.1184,Male,1,img_260.bmp
261,32.9941333333,Male,1,img_261.bmp
262,35.7277249135,Male,1,img_262.bmp
263,27.9740484429,Male,1,img_263.bmp
264,35.2584876543,Female,1,img_264.bmp
265,24.4097222222,Female,1,img_265.bmp
266,26.3096458008,Female,1,img_266.bmp
267,19.5756293161,Female,1,img_267.bmp
268,35.4369387755,Male,1,img_268.bmp
269,24.3897959184,Male,1,img_269.bmp
270,35.4245401864,Female,1,img_270.bmp
271,26.5684051398,Female,1,img_271.bmp
272,37.597110152,Male,1,img_272.bmp
273,26.5158566335,Male,1,img_273.bmp
274,46.3700259516,Male,1,img_274.bmp
275,30.2545415225,Male,1,img_275.bmp
276,34.3688888889,Male,1,img_276.bmp
277,30.9944888889,Male,1,img_277.bmp
278,33.7714392944,Male,1,img_278.bmp
279,30.4734471758,Male,1,img_279.bmp
280,48.8102833552,Male,1,img_280.bmp
281,36.9375117283,Male,1,img_281.bmp
282,44.6240234375,Female,1,img_282.bmp
283,32.953125,Female,1,img_283.bmp
284,34.2991180334,Male,1,img_284.bmp
285,26.1200975793,Male,1,img_285.bmp
286,25.8401596303,Female,1,img_286.bmp
287,17.7189666037,Female,1,img_287.bmp
288,27.5624860771,Male,1,img_288.bmp
289,24.1171753174,Male,1,img_289.bmp
290,35.6186666667,Male,1,img_290.bmp
291,29.3697777778,Male,1,img_291.bmp
292,31.7960722079,Female,1,img_292.bmp
293,27.7518349534,Female,1,img_293.bmp
294,32.0038580247,Male,1,img_294.bmp
295,23.7316743827,Male,1,img_295.bmp
296,40.7730263158,Male,1,img_296.bmp
297,37.0,Male,1,img_297.bmp
298,40.0540540541,Male,1,img_298.bmp
299,25.4189189189,Male,1,img_299.bmp
300,36.8684444444,Male,1,img_300.bmp
301,31.1194666667,Male,1,img_301.bmp
302,37.072265625,Female,1,img_302.bmp
303,31.7517089844,Female,1,img_303.bmp
304,51.7125164196,Male,1,img_304.bmp
305,35.4863951961,Male,1,img_305.bmp
306,33.9023919753,Male,1,img_306.bmp
307,28.4780092593,Male,1,img_307.bmp
308,37.9928692062,Male,1,img_308.bmp
309,31.5288046538,Male,1,img_309.bmp
310,51.4892578125,Female,1,img_310.bmp
311,38.6169433594,Female,1,img_311.bmp
312,27.3167401806,Male,1,img_312.bmp
313,24.5112371351,Male,1,img_313.bmp
314,38.6169433594,Female,1,img_314.bmp
315,30.0354003906,Female,1,img_315.bmp
316,44.6756756757,Male,1,img_316.bmp
317,26.7027027027,Male,1,img_317.bmp
318,34.0553633218,Female,1,img_318.bmp
319,29.4943771626,Female,1,img_319.bmp
320,32.7722674073,Male,1,img_320.bmp
321,27.8912914104,Male,1,img_321.bmp
322,40.8243243243,Male,1,img_322.bmp
323,36.972972973,Male,1,img_323.bmp
324,39.9337278107,Female,1,img_324.bmp
325,23.2946745562,Female,1,img_325.bmp
326,43.7422222222,Male,1,img_326.bmp
327,33.744,Male,1,img_327.bmp
328,36.8716326531,Male,1,img_328.bmp
329,26.6853061224,Male,1,img_329.bmp
330,43.8917793965,Female,1,img_330.bmp
331,31.8215400624,Female,1,img_331.bmp
332,30.4065743945,Male,1,img_332.bmp
333,26.6057525952,Male,1,img_333.bmp
334,36.9375117283,Male,1,img_334.bmp
335,23.8774629386,Male,1,img_335.bmp
336,42.0823794333,Male,1,img_336.bmp
337,26.9116156877,Male,1,img_337.bmp
338,26.6287878788,Female,1,img_338.bmp
339,20.1733241506,Female,1,img_339.bmp
340,32.979921186,Male,1,img_340.bmp
341,25.7243385251,Male,1,img_341.bmp
342,29.6424354866,Male,1,img_342.bmp
343,23.7139483893,Male,1,img_343.bmp
344,31.7464818315,Male,1,img_344.bmp
345,25.1018693552,Male,1,img_345.bmp
346,32.6098632812,Female,1,img_346.bmp
347,24.0283203125,Female,1,img_347.bmp
348,42.214299118,Male,1,img_348.bmp
349,27.7031337962,Male,1,img_349.bmp
350,43.8494096681,Female,1,img_350.bmp
351,28.1889062152,Female,1,img_351.bmp
352,30.1285714286,Male,1,img_352.bmp
353,23.6724489796,Male,1,img_353.bmp
354,37.5852082869,Male,1,img_354.bmp
355,27.4058810425,Male,1,img_355.bmp
356,42.4924444444,Male,1,img_356.bmp
357,32.4942222222,Male,1,img_357.bmp
358,47.2014285714,Female,1,img_358.bmp
359,40.3148979592,Female,1,img_359.bmp
360,33.1052631579,Male,1,img_360.bmp
361,25.4375,Male,1,img_361.bmp
362,49.1701323251,Male,1,img_362.bmp
363,35.5855912623,Male,1,img_363.bmp
364,42.564453125,Female,1,img_364.bmp
365,35.0126953125,Female,1,img_365.bmp
366,37.1957671958,Female,1,img_366.bmp
367,26.037037037,Female,1,img_367.bmp
368,36.7434666667,Male,1,img_368.bmp
369,27.1201777778,Male,1,img_369.bmp
370,46.1168,Male,1,img_370.bmp
371,41.4926222222,Male,1,img_371.bmp
372,37.6532434041,Male,1,img_372.bmp
373,35.5613965483,Male,1,img_373.bmp
374,41.1757142857,Male,1,img_374.bmp
375,33.2848979592,Male,1,img_375.bmp
376,40.1644736842,Male,1,img_376.bmp
377,37.3651315789,Male,1,img_377.bmp
378,38.4053069719,Female,1,img_378.bmp
379,27.0665972945,Female,1,img_379.bmp
380,45.1891891892,Male,1,img_380.bmp
381,38.1283783784,Male,1,img_381.bmp
382,52.7554065744,Female,1,img_382.bmp
383,39.5285467128,Female,1,img_383.bmp
384,28.693877551,Male,1,img_384.bmp
385,22.8488284203,Male,1,img_385.bmp
386,39.3267746914,Male,1,img_386.bmp
387,33.2243441358,Male,1,img_387.bmp
388,29.598351526,Male,1,img_388.bmp
389,25.9964357318,Male,1,img_389.bmp
390,45.8360339506,Male,1,img_390.bmp
391,33.7667824074,Male,1,img_391.bmp
392,30.6634527089,Female,1,img_392.bmp
393,26.6287878788,Female,1,img_393.bmp
394,37.9258494031,Female,1,img_394.bmp
395,30.6634527089,Female,1,img_395.bmp
396,34.4531075963,Male,1,img_396.bmp
397,26.6228558699,Male,1,img_397.bmp
398,39.5759054232,Male,1,img_398.bmp
399,33.6395196097,Male,1,img_399.bmp
400,43.8494096681,Female,1,img_400.bmp
401,39.9342838049,Female,1,img_401.bmp
402,38.0193877551,Male,1,img_402.bmp
403,25.8244897959,Male,1,img_403.bmp
404,30.0354003906,Female,1,img_404.bmp
405,24.8864746094,Female,1,img_405.bmp
406,28.7933207309,Male,1,img_406.bmp
407,22.8869985297,Male,1,img_407.bmp
408,44.6976643599,Male,1,img_408.bmp
409,25.8455882353,Male,1,img_409.bmp
410,40.1644736842,Male,1,img_410.bmp
411,36.3914473684,Male,1,img_411.bmp
412,24.6891259105,Female,1,img_412.bmp
413,21.0314776275,Female,1,img_413.bmp
414,55.9079973268,Female,1,img_414.bmp
415,32.4172421475,Female,1,img_415.bmp
416,44.3320408163,Male,1,img_416.bmp
417,36.4412244898,Male,1,img_417.bmp
418,47.1381153932,Female,1,img_418.bmp
419,40.873914012,Female,1,img_419.bmp
420,28.5885736957,Male,1,img_420.bmp
421,24.4048799841,Male,1,img_421.bmp
422,37.9304199219,Female,1,img_422.bmp
423,19.9091796875,Female,1,img_423.bmp
424,38.0953947368,Male,1,img_424.bmp
425,27.9934210526,Male,1,img_425.bmp
426,28.9519526627,Male,1,img_426.bmp
427,25.7905325444,Male,1,img_427.bmp
428,33.961352657,Male,1,img_428.bmp
429,26.5784499055,Male,1,img_429.bmp
430,29.2611862643,Female,1,img_430.bmp
431,25.237773153,Female,1,img_431.bmp
432,44.7040863177,Female,1,img_432.bmp
433,37.6030762167,Female,1,img_433.bmp
434,61.7023533951,Male,1,img_434.bmp
435,35.665316358,Male,1,img_435.bmp
436,34.109010712,Male,1,img_436.bmp
437,30.1222432262,Male,1,img_437.bmp
438,31.0011259148,Male,1,img_438.bmp
439,27.835053481,Male,1,img_439.bmp
440,54.8714416896,Female,1,img_440.bmp
441,32.277318641,Female,1,img_441.bmp
442,35.9892102847,Female,1,img_442.bmp
443,20.9802571166,Female,1,img_443.bmp
444,50.1708477509,Female,1,img_444.bmp
445,25.8455882353,Female,1,img_445.bmp
446,35.2960526316,Male,1,img_446.bmp
447,25.5592105263,Male,1,img_447.bmp
448,33.7153061224,Male,1,img_448.bmp
449,30.8459183673,Male,1,img_449.bmp
450,32.2309688581,Male,1,img_450.bmp
451,24.7813581315,Male,1,img_451.bmp
452,36.4878892734,Female,1,img_452.bmp
453,30.4065743945,Female,1,img_453.bmp
454,30.6634527089,Male,1,img_454.bmp
455,24.2079889807,Male,1,img_455.bmp
456,29.0495867769,Female,1,img_456.bmp
457,28.2426538108,Female,1,img_457.bmp
458,32.277318641,Female,1,img_458.bmp
459,25.1763085399,Female,1,img_459.bmp
460,38.4899821464,Male,1,img_460.bmp
461,35.2824836342,Male,1,img_461.bmp
462,27.4058810425,Female,1,img_462.bmp
463,25.3700155937,Female,1,img_463.bmp
464,26.9552662722,Female,1,img_464.bmp
465,23.6274556213,Female,1,img_465.bmp
466,36.2586788336,Male,1,img_466.bmp
467,22.3130331283,Male,1,img_467.bmp
468,37.2926311728,Male,1,img_468.bmp
469,25.0877700617,Male,1,img_469.bmp
470,40.4116512346,Male,1,img_470.bmp
471,26.5794753086,Male,1,img_471.bmp
472,42.4924444444,Male,1,img_472.bmp
473,29.9946666667,Male,1,img_473.bmp
474,38.3063265306,Male,1,img_474.bmp
475,34.1457142857,Male,1,img_475.bmp
476,25.4924945185,Male,1,img_476.bmp
477,23.1210996795,Male,1,img_477.bmp
478,33.3599537037,Male,1,img_478.bmp
479,27.2575231481,Male,1,img_479.bmp
480,35.9797659195,Male,1,img_480.bmp
481,26.775639754,Male,1,img_481.bmp
482,51.6911764706,Male,1,img_482.bmp
483,33.4472318339,Male,1,img_483.bmp
484,32.4933544932,Male,1,img_484.bmp
485,21.476294386,Male,1,img_485.bmp
486,37.7855415211,Female,1,img_486.bmp
487,24.5606019887,Female,1,img_487.bmp
488,29.6747919144,Female,1,img_488.bmp
489,22.7785374554,Female,1,img_489.bmp
490,36.7434666667,Male,1,img_490.bmp
491,26.2453333333,Male,1,img_491.bmp
492,34.4043268221,Male,1,img_492.bmp
493,28.940978786,Male,1,img_493.bmp
494,38.9473684211,Male,1,img_494.bmp
495,27.9934210526,Male,1,img_495.bmp
496,33.7153061224,Male,1,img_496.bmp
497,29.9851020408,Male,1,img_497.bmp
498,50.9891975309,Male,1,img_498.bmp
499,37.2926311728,Male,1,img_499.bmp
500,28.0550304558,Male,1,img_500.bmp
501,23.6252888049,Male,1,img_501.bmp
502,38.0716127752,Male,1,img_502.bmp
503,26.4967268399,Male,1,img_503.bmp
504,44.089532872,Male,1,img_504.bmp
505,31.1667387543,Male,1,img_505.bmp
506,44.0731095679,Male,1,img_506.bmp
507,27.7999614198,Male,1,img_507.bmp
508,38.8380485632,Female,1,img_508.bmp
509,24.4303853865,Female,1,img_509.bmp
510,29.5316110061,Male,1,img_510.bmp
511,25.8401596303,Male,1,img_511.bmp
512,32.1394675926,Male,1,img_512.bmp
513,23.7316743827,Male,1,img_513.bmp
514,24.36357908,Male,1,img_514.bmp
515,22.8869985297,Male,1,img_515.bmp
516,29.950295858,Male,1,img_516.bmp
517,21.6307692308,Male,1,img_517.bmp
518,37.5852082869,Male,1,img_518.bmp
519,25.0568055246,Male,1,img_519.bmp
520,34.4531075963,Male,1,img_520.bmp
521,24.4303853865,Male,1,img_521.bmp
522,39.8326124567,Male,1,img_522.bmp
523,31.6228373702,Male,1,img_523.bmp
524,35.8673469388,Male,1,img_524.bmp
525,24.3897959184,Male,1,img_525.bmp
526,32.979921186,Male,1,img_526.bmp
527,26.3839369488,Male,1,img_527.bmp
528,32.9448223734,Female,1,img_528.bmp
529,27.6311413454,Female,1,img_529.bmp
530,36.6059171598,Female,1,img_530.bmp
531,31.4478106509,Female,1,img_531.bmp
532,38.4899821464,Male,1,img_532.bmp
533,34.1668319778,Male,1,img_533.bmp
534,36.7723076923,Female,1,img_534.bmp
535,30.1166863905,Female,1,img_535.bmp
536,44.7040863177,Female,1,img_536.bmp
537,36.4733700643,Female,1,img_537.bmp
538,42.9525887721,Female,1,img_538.bmp
539,39.6056338028,Female,1,img_539.bmp
540,39.4540816327,Male,1,img_540.bmp
541,25.8244897959,Male,1,img_541.bmp
542,30.1689189189,Male,1,img_542.bmp
543,24.3918918919,Male,1,img_543.bmp
544,57.387755102,Male,1,img_544.bmp
545,53.0836734694,Male,1,img_545.bmp
546,38.3682334596,Male,1,img_546.bmp
547,27.4058810425,Male,1,img_547.bmp
548,31.2814201183,Female,1,img_548.bmp
549,22.1299408284,Female,1,img_549.bmp
550,39.7972972973,Male,1,img_550.bmp
551,35.9459459459,Male,1,img_551.bmp
552,37.2348740329,Male,1,img_552.bmp
553,29.285855981,Male,1,img_553.bmp
554,51.5810650888,Female,1,img_554.bmp
555,31.6142011834,Female,1,img_555.bmp
556,37.4933333333,Male,1,img_556.bmp
557,28.7448888889,Male,1,img_557.bmp
558,24.6200554296,Female,1,img_558.bmp
559,22.1403376165,Female,1,img_559.bmp
560,40.3466483012,Female,1,img_560.bmp
561,33.891184573,Female,1,img_561.bmp
562,34.6948770876,Male,1,img_562.bmp
563,27.0435353725,Male,1,img_563.bmp
564,32.8618421053,Male,1,img_564.bmp
565,30.3059210526,Male,1,img_565.bmp
566,34.9675605536,Female,1,img_566.bmp
567,25.0854238754,Female,1,img_567.bmp
568,24.6767346939,Male,1,img_568.bmp
569,20.8030612245,Male,1,img_569.bmp
570,32.7676996725,Female,1,img_570.bmp
571,28.3396321492,Female,1,img_571.bmp
572,28.1889062152,Male,1,img_572.bmp
573,27.5624860771,Male,1,img_573.bmp
574,30.2680555556,Female,1,img_574.bmp
575,20.8947222222,Female,1,img_575.bmp
576,29.7549565605,Female,1,img_576.bmp
577,22.7077300067,Female,1,img_577.bmp
578,29.2851414569,Male,1,img_578.bmp
579,23.4907551793,Male,1,img_579.bmp
580,41.8090397924,Female,1,img_580.bmp
581,31.7748702422,Female,1,img_581.bmp
582,41.5547006943,Male,1,img_582.bmp
583,34.2991180334,Male,1,img_583.bmp
584,25.6827916352,Female,1,img_584.bmp
585,22.1403376165,Female,1,img_585.bmp
586,29.7549565605,Male,1,img_586.bmp
587,25.0568055246,Male,1,img_587.bmp
588,30.1792929293,Female,1,img_588.bmp
589,25.983241506,Female,1,img_589.bmp
590,35.3687111111,Male,1,img_590.bmp
591,24.1207111111,Male,1,img_591.bmp
592,36.8445945946,Male,1,img_592.bmp
593,33.6351351351,Male,1,img_593.bmp
594,42.214299118,Male,1,img_594.bmp
595,26.1200975793,Male,1,img_595.bmp
596,38.4899821464,Male,1,img_596.bmp
597,32.2144415791,Male,1,img_597.bmp
598,32.4847721067,Male,1,img_598.bmp
599,27.3167401806,Male,1,img_599.bmp
600,35.1843261719,Female,1,img_600.bmp
601,26.2595214844,Female,1,img_601.bmp
602,30.1285714286,Male,1,img_602.bmp
603,26.5418367347,Male,1,img_603.bmp
604,31.7517089844,Male,1,img_604.bmp
605,25.5729980469,Male,1,img_605.bmp
606,40.3466483012,Female,1,img_606.bmp
607,30.6634527089,Female,1,img_607.bmp
608,30.3415274911,Male,1,img_608.bmp
609,25.0647401013,Male,1,img_609.bmp
610,26.1891891892,Male,1,img_610.bmp
611,21.6959459459,Male,1,img_611.bmp
612,40.2341311134,Male,1,img_612.bmp
613,32.9188345473,Male,1,img_613.bmp
614,33.2781065089,Female,1,img_614.bmp
615,25.9569230769,Female,1,img_615.bmp
616,48.860770773,Female,1,img_616.bmp
617,35.3927378035,Female,1,img_617.bmp
618,32.074985122,Male,1,img_618.bmp
619,27.8912914104,Male,1,img_619.bmp
620,68.2029024456,Female,1,img_620.bmp
621,36.6519752755,Female,1,img_621.bmp
622,31.5632653061,Male,1,img_622.bmp
623,22.237755102,Male,1,img_623.bmp
624,29.6464100346,Male,1,img_624.bmp
625,24.7813581315,Male,1,img_625.bmp
626,49.378251821,Female,1,img_626.bmp
627,22.3116545265,Female,1,img_627.bmp
628,39.8326124567,Male,1,img_628.bmp
629,29.9504757785,Male,1,img_629.bmp
630,35.773964497,Female,1,img_630.bmp
631,31.6142011834,Female,1,img_631.bmp
632,29.7566137566,Female,1,img_632.bmp
633,23.9115646259,Female,1,img_633.bmp
634,39.5559210526,Male,1,img_634.bmp
635,29.2105263158,Male,1,img_635.bmp
636,32.074985122,Male,1,img_636.bmp
637,27.8912914104,Male,1,img_637.bmp
